geonameid,nearest_hdd_1,nearest_hdd_2,nearest_hdd_3,nearest_hdd_4,nearest_hdd_5,nearest_hdd_6,nearest_hdd_7,nearest_hdd_8,nearest_hdd_9,nearest_hdd_10,nearest_hdd_11,nearest_hdd_12,total_year,average_year,variance_year
1248991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932505,44.8614501953125,24.693467458089184,28.02662022908531,7.256598154703779,0.0,0.0,0.0,0.0,0.0,0.0,37.050312042236335,22.77760823567708,104.83813603719078,17.47302267286513,325.72551580313694
598316,165.0746688842773,175.0211092631023,175.50501124064138,178.02507781982422,177.8444226582843,181.42709477742517,217.51961517333984,226.33363978068027,210.68380991617855,181.69845199584964,172.73420333862305,173.2699406941731,1052.8973846435547,175.48289744059244,31.183584687014267
2210247,0.0,0.0,0.0,8.14820607503256,13.545431772867833,16.568045298258475,42.47859954833986,40.68430709838867,32.13359832763668,9.23824691772461,0.0,0.0,38.261683146158866,6.376947191026478,56.07587525938335
2530335,0.9646504720052088,0.0,0.0,3.861361185709634,9.975688934326172,17.708344777425133,34.206382751464844,66.15940475463867,46.38986460367841,29.448289235432927,29.200267791748047,8.62245051066081,32.51004536946615,5.418340894911025,50.557999377890226
2534515,0.0,0.0,0.0,0.0,0.0,1.2434972127278645,18.204348246256508,36.039857228597015,3.6321029663085938,2.315720876057942,0.0,0.0,1.2434972127278645,0.207249535454644,0.2577142196769946
2538475,0.0,0.0,3.0066490173339875,0.0,0.9850298563639318,14.66838709513346,30.550865173339844,58.33372116088867,35.20382944742839,17.351528167724624,16.167552947998068,3.3195927937825496,18.66006596883138,3.1100109948052297,33.42775835543702
2546917,0.0,0.0,2.4802144368489585,0.0,0.6747271219889326,11.028006235758475,30.510500590006483,55.90175501505532,30.665336608886676,14.22831853230795,12.41869227091471,1.9244918823242188,14.182947794596366,2.3638246324327277,18.939528104090993
2553604,0.0,0.0,2.4802144368489585,0.0,0.6747271219889326,11.028006235758475,30.510500590006483,55.90175501505532,30.665336608886676,14.22831853230795,12.41869227091471,1.9244918823242188,14.182947794596366,2.3638246324327277,18.939528104090993
618426,103.61202239990234,103.17215092976872,122.00427881876634,121.15390268961592,115.9049695332846,130.41130701700868,172.10189056396493,140.21075566609696,147.87904103597006,137.1258608500163,103.06493250528976,109.39803314208986,696.2586313883465,116.0431052313911,117.6626860437838
3193044,28.70040130615238,40.644888559977225,39.32752100626628,54.04273732503251,52.74953333536782,64.71542485555008,105.42212168375654,88.57688522338862,96.4469935099285,75.75655746459961,30.411205291748047,56.399335225423194,280.1805063883463,46.69675106472439,166.01429771926837
1069129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070940,21.78867594401042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626803080240886,21.78867594401042,3.631445990668403,79.12439989884975
2455518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199554443359375,0.0,0.0,0.0,0.0,0.0,0.0
2457163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2759564717610727,0.0,0.0,0.0,0.0,0.0,0.0
2460596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028462,102.28251393636052,99.44347254435225,89.46790186564124,126.70403289794922,111.50018437703432,86.05315272013353,103.31054941813144,129.7058728535968,134.00119272867846,123.03105290730772,99.08145268758123,96.28963470458991,615.4512583414711,102.57520972357852,223.3057231672621
2377450,0.0,0.0,0.0,0.0,0.0,0.0,0.4321454366048176,0.8065032958984375,3.281435648600259,0.0,0.0,0.0,0.0,0.0,0.0
2377457,0.0,0.0,0.0,0.0,0.0,0.0,1.0367863972981777,0.3282381693522136,9.854871114095053,0.0,0.0,0.0,0.0,0.0,0.0
934154,10.185553232828775,0.0,1.017353057861328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.202906290690104,1.867151048448351,16.772596735359578
1282027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3514783,0.0,0.0,0.0,0.0,0.0,0.0,0.7096125284830732,0.8823445638020837,4.791638692220053,0.0,0.0,0.0,0.0,0.0,0.0
3516355,0.0,0.0,0.0,0.0,0.0,0.0,2.5884183247884107,2.80277633666992,13.558321634928411,0.0,0.0,0.0,0.0,0.0,0.0
3523349,0.0,0.0,0.0,0.0,0.0,0.0,1.0367863972981777,0.3282381693522136,9.854871114095053,0.0,0.0,0.0,0.0,0.0,0.0
3530597,0.0,0.0,0.0,0.0,0.0,0.0,0.6919530232747398,0.791642506917318,5.603975931803383,0.0,0.0,0.0,0.0,0.0,0.0
3531673,0.0,0.0,0.0,0.0,0.0,0.0,1.3445663452148444,0.5789794921875,10.430066426595058,0.0,0.0,0.0,0.0,0.0,0.0
3985606,0.0,0.0,0.0,0.0,0.0,0.0,2.2252553304036464,2.1318728129069013,12.821667989095058,0.0,0.0,0.0,0.0,0.0,0.0
3995465,0.0,0.0,0.0,0.0,0.0,0.0,11.20866139729818,17.610902150472008,4.0410308837890625,0.0419807434082031,0.0,0.0,0.0,0.0,0.0
3996069,0.0,0.0,0.0,0.0,0.3997433980305988,2.3418553670247393,28.62345631917317,52.879456837971965,25.13791147867837,11.10510889689128,5.497782389322921,0.0,2.741598765055338,0.456933127509223,0.8782708092478935
3996322,0.0,0.0,0.0,0.0,0.0,0.0,5.113609313964842,6.221033732096344,15.26120249430338,0.0,0.0,0.0,0.0,0.0,0.0
4004898,0.0,0.0,0.0,0.0,0.0,1.2485427856445317,16.811770121256522,34.53123092651365,2.63812510172526,1.566453297932944,0.0,0.0,1.2485427856445317,0.2080904642740886,0.2598098479308344
