latitude,longitude,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),Residential Area (ft²),Non-residential Area (ft²)
42.3555,-71.0565,305.09706114327844,,16528.0,
42.3555,-71.0565,1372.582128435497,,10056.0,
42.3555,-71.0565,307.0517670855024,,49976.0,
42.3555,-71.0565,306.92813941075457,,43288.0,
42.3555,-71.0565,307.3984214458516,,87912.0,
42.3555,-71.0565,307.3347921610138,,76992.0,
42.3555,-71.0565,305.31700167883076,,18426.0,
42.3555,-71.0565,306.99769492338476,,48357.0,
42.3555,-71.0565,563.6724822231955,,12990.0,
42.3555,-71.0565,307.74388046450025,,211892.0,
42.3555,-71.0565,556.3801236971017,,3996.0,
42.3555,-71.0565,565.4684092617865,,18294.0,
42.3555,-71.0565,556.3801236971017,,3996.0,
42.3555,-71.0565,305.01527336119017,,16638.0,
42.3555,-71.0565,445.9646217878098,,14391.0,
42.3555,-71.0565,299.21090548324315,,15310.0,
42.3555,-71.0565,168.9420417722976,,85000.0,
42.3555,-71.0565,145.06659936310146,,64740.0,
42.3555,-71.0565,201.6218770893683,,71898.0,
42.3555,-71.0565,216.5885346606669,,84216.0,
42.3555,-71.0565,107.60549931938677,,85164.0,
42.3555,-71.0565,141.27841221925885,,74420.0,
42.3555,-71.0565,140.66798801965737,,68570.0,
42.3555,-71.0565,72.05597136594328,,45402.0,
42.3555,-71.0565,257.05909136030857,,27770.0,
42.3555,-71.0565,140.98403533501826,,10746.0,
42.3555,-71.0565,155.98886560313295,,10746.0,
42.3555,-71.0565,243.41162947331156,,128250.0,
42.3555,-71.0565,242.2739946115591,,48538.0,
42.3555,-71.0565,101.45911397773794,,24720.0,
42.3555,-71.0565,92.19835065935169,,78162.0,
42.3555,-71.0565,501.40923402592057,,34615.0,
42.3555,-71.0565,260.5295627367276,,48951.0,
42.3555,-71.0565,242.11611742693412,,48951.0,
42.3555,-71.0565,200.8341437034621,,121640.0,
42.3555,-71.0565,237.38220429235713,,63162.0,
42.3555,-71.0565,169.0412832170038,,103200.0,
42.3555,-71.0565,353.434404411287,,13952.0,
42.3555,-71.0565,353.728749571941,,16032.0,
42.3555,-71.0565,280.63726787561234,,110110.0,
42.3555,-71.0565,293.51618054686253,,64230.0,
42.3555,-71.0565,403.83139247327927,,1092.0,
42.3555,-71.0565,386.9735180839096,,1092.0,
42.3555,-71.0565,433.91521171852065,,1092.0,
42.3555,-71.0565,468.0599695913486,,1092.0,
